 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           1,           0,   80672.5710000000     ,   11250.0000000000     ,   91922.5710000000     ,   220069.641146120     ,  -128147.070146120     ,  -107552.708632933     ,   53845.4347830000     ,   5676.42851021371     ,   126370.427404607     ,   20594.3615131868     ,   2158.78000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   337.476891171659     ,   106.621895833333     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.636070240712554     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           2,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   228254.846433417     ,  -55659.7044334173     ,  -35051.1867051997     ,   53845.4347830000     ,   11423.8763973673     ,   126370.427404607     ,   20608.5177282176     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           3,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   228323.996244719     ,  -55728.8542447190     ,  -35109.0405980847     ,   53845.4347830000     ,   11481.7302902524     ,   126370.427404607     ,   20619.8136466342     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           4,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   228390.181111183     ,  -55795.0391111833     ,  -35167.8962707935     ,   53845.4347830000     ,   11540.5859629611     ,   126370.427404607     ,   20627.1428403899     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           5,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   169809.347054708     ,   2785.79494529159     ,   23415.8635445569     ,   53845.4347830000     ,   11600.3283868445     ,   67726.9251653731     ,   20630.0685992653     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           6,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   169873.115532423     ,   2722.02646757697     ,   23355.3396258202     ,   53845.4347830000     ,   11660.8523055813     ,   67726.9251653731     ,   20633.3131582432     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           7,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   102211.015685458     ,   70384.1263145424     ,   91021.0451290843     ,   53845.4347830000     ,   11722.0719676903     ,  0.000000000000000E+000,   20636.9188145418     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           8,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   102272.861731080     ,   70322.2802689201     ,   90959.1990834619     ,   53845.4347830000     ,   11783.9180133126     ,  0.000000000000000E+000,   20636.9188145418     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,           9,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   102339.389388542     ,   70255.7526114575     ,   90896.7834098999     ,   53845.4347830000     ,   11846.3336868747     ,  0.000000000000000E+000,   20641.0307984424     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
 ElRenoTillageProject_Baseline_A2,           0,Farm1,Scenario 1                                        ,          10,           0,   161345.142000000     ,   11250.0000000000     ,   172595.142000000     ,   102402.327554054     ,   70192.8144459461     ,   90833.8452443885     ,   53845.4347830000     ,   11909.2718523861     ,  0.000000000000000E+000,   20641.0307984424     ,   4317.56000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.000000000000000E+000,   674.953782343318     ,   102.856041666667     ,   1050.00000000000     ,  0.000000000000000E+000,  0.000000000000000E+000,  0.272140481425108     ,  0.000000000000000E+000
